TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Revenue,Total_Cost,Profit
62550,2022-01-27,  CHANDNI CHOWK  ,Shivaji Park,4.24,141.52,47.02,16.0,Smart Card,maintenance,2264.32,752.32,1512.0
149344,2023-07-22,Hauz Khas,Noida City Centre,30.92,179.64,14.46,14.0,Tourist Card,peak,2514.96,202.44,2312.52
51818,2022-05-27,Rajiv Chowk,Kalkaji Mandir,2.56,188.27,58.73,16.0,Smart Card,maintenance,3012.32,939.68,2072.6400000000003
115987,2023-03-26,   hauz khas   ,Punjabi Bagh,6.46,184.2,59.13,26.0,Single,festival,4789.2,1537.38,3251.8199999999997
41259,2024-01-02,  Noida City Centre  ,Old Delhi,2.34,27.29,6.2,21.0,Tourist Card,peak,573.09,130.20000000000002,442.89
110040,2024-12-13,Jasola Vihar,Rajiv Chowk,3.21,179.93,24.82,15.0,Tourist Card,weekend,2698.9500000000003,372.3,2326.65
115290,2023-05-13,Rajiv Chowk,Dilshad Garden,3.37,39.23,119.46,21.0,Single,maintenance,823.8299999999999,2508.66,-1684.83
120499,2023-10-30,Laxmi Nagar,Pragati Maidan,3.73,132.18,55.27,31.0,Single,,4097.58,1713.3700000000001,2384.21
99639,2024-05-24,Mandi House,Janakpuri West,1.28,69.96,92.06,21.0,Single,festival,1469.1599999999999,1933.26,-464.10000000000014
5955,2022-02-19,Mandi House,Shivaji Park,3.97,161.95,33.54,20.0,Tourist Card,festival,3239.0,670.8,2568.2
148288,2023-12-12,  KALKAJI MANDIR ,Kirti Nagar,0.6,133.71,64.38,18.0,Tourist Card,off-peak,2406.78,1158.84,1247.9400000000003
10396,2024-03-27,AIIMS,Dilshad Garden,5.82,159.58,79.9,20.0,Smart Card,off-peak,3191.6000000000004,1598.0,1593.6000000000004
107132,2022-06-19,Dilshad Garden,Inderlok,10.4,81.16,111.58,22.0,Smart Card,,1785.52,2454.7599999999998,-669.2399999999998
99483,2022-05-23,Noida City Centre,Hauz Khas,0.69,55.91,73.62,26.0,Tourist Card,maintenance,1453.6599999999999,1914.1200000000001,-460.46000000000026
131103,2024-09-09,Kashmere Gate,Kalkaji Mandir,5.1,170.34,85.25,26.0,Tourist Card,,4428.84,2216.5,2212.34
42167,2023-12-11,Rajiv Chowk,Punjabi Bagh,10.63,161.55,62.45,15.0,Tourist Card,weekend,2423.25,936.75,1486.5
104940,2022-02-12,Rajiv Chowk,Old Delhi,1.11,53.71,19.29,19.0,Tourist Card,festival,1020.49,366.51,653.98
48838,2023-06-01,Rajiv Chowk,Netaji Subhash Place,18.14,138.25,29.1,27.0,Tourist Card,maintenance,3732.75,785.7,2947.05
98162,2024-11-10,Kalkaji Mandir,Rajiv Chowk,2.63,149.45,34.83,18.0,Tourist Card,festival,2690.1,626.9399999999999,2063.16
118819,2023-08-12,Mandi House,Janakpuri West,1.87,69.04,80.23,15.0,Tourist Card,weekend,1035.6000000000001,1203.45,-167.8499999999999
4879,2023-02-01,   Central Secretariat  ,Mandi House,1.68,27.26,113.37,12.0,Tourist Card,,327.12,1360.44,-1033.3200000000002
105105,2024-06-15,Model Town,Janakpuri West,0.59,99.2,57.06,25.0,Tourist Card,off-peak,2480.0,1426.5,1053.5
136069,2023-07-02,Noida City Centre,Janakpuri West,6.87,196.4,77.59,9.0,Tourist Card,,1767.6000000000001,698.3100000000001,1069.29
97012,2024-06-22,Kashmere Gate,Laxmi Nagar,4.26,134.74,96.19,23.0,Tourist Card,weekend,3099.0200000000004,2212.37,886.6500000000005
43824,2022-03-30, AIIMS ,New Delhi,4.76,78.24,23.9,22.0,Single,,1721.28,525.8,1195.48
91959,2023-11-17,   Model Town  ,Mandi House,2.44,153.57,81.96,19.0,Single,,2917.83,1557.2399999999998,1360.5900000000001
131783,2023-05-04,Kalkaji Mandir,Kashmere Gate,2.08,34.21,8.22,21.0,Smart Card,off-peak,718.41,172.62,545.79
127083,2023-03-02,   Rajiv Chowk   ,Shivaji Park,8.14,100.59,76.54,19.0,Smart Card,off-peak,1911.21,1454.2600000000002,456.9499999999998
40207,2022-06-13,Rajouri Garden,Jasola Vihar,11.46,178.71,55.61,15.0,Single,maintenance,2680.65,834.15,1846.5
22620,2022-10-19,Inderlok,Hauz Khas,8.52,114.21,10.14,20.0,Smart Card,weekend,2284.2,202.8,2081.3999999999996
121046,2024-10-28,Rajiv Chowk,Mandi House,0.74,120.81,23.29,21.0,Tourist Card,,2537.01,489.09,2047.9200000000003
114676,2023-08-28,Mandi House,Shivaji Park,7.76,179.39,47.53,22.0,Tourist Card,festival,3946.58,1045.66,2900.92
50069,2023-03-13, jasola vihar  ,Old Delhi,2.49,174.43,97.98,16.0,Tourist Card,off-peak,2790.88,1567.68,1223.2
120940,2024-08-19,Noida City Centre,Hauz Khas,18.36,110.38,30.15,17.0,Smart Card,off-peak,1876.46,512.55,1363.91
116662,2024-07-02,Noida City Centre,Mandi House,2.42,107.93,41.57,20.0,Tourist Card,festival,2158.6000000000004,831.4,1327.2000000000003
141702,2024-03-28,  Noida City Centre ,AIIMS,2.41,61.98,99.4,18.0,Tourist Card,,1115.6399999999999,1789.2,-673.5600000000002
91980,2022-01-16,New Delhi,Model Town,0.6,116.45,65.35,26.0,Single,,3027.7000000000003,1699.1,1328.6000000000004
112845,2023-08-21,Central Secretariat,Laxmi Nagar,2.33,155.74,79.16,23.0,Tourist Card,festival,3582.0200000000004,1820.6799999999998,1761.3400000000006
75103,2022-06-13,   Model Town ,AIIMS,3.69,58.54,84.22,25.0,Tourist Card,festival,1463.5,2105.5,-642.0
72218,2022-11-14,AIIMS,Netaji Subhash Place,1.07,58.54,43.73,19.0,Single,maintenance,1112.26,830.8699999999999,281.3900000000001
103668,2022-07-22,  Noida City Centre  ,Laxmi Nagar,1.44,132.93,70.4,26.0,Tourist Card,off-peak,3456.1800000000003,1830.4,1625.7800000000002
130711,2023-03-11,New Delhi,Laxmi Nagar,1.52,60.21,90.1,20.0,Tourist Card,,1204.2,1802.0,-597.8
65094,2024-03-31,   aiims   ,Janakpuri West,3.42,19.46,24.13,21.0,Single,,408.66,506.72999999999996,-98.06999999999994
64068,2024-11-12,Janakpuri West,Central Secretariat,5.08,107.23,38.56,26.0,Smart Card,maintenance,2787.98,1002.5600000000001,1785.42
123515,2022-07-13,Rajiv Chowk,New Delhi,3.65,165.46,59.89,21.0,Smart Card,peak,3474.6600000000003,1257.69,2216.9700000000003
116222,2024-08-11,Rajiv Chowk,Kirti Nagar,2.89,115.58,8.26,20.0,Tourist Card,weekend,2311.6,165.2,2146.4
100595,2023-11-16,Inderlok,Kashmere Gate,15.32,155.04,53.8,20.0,Tourist Card,,3100.7999999999997,1076.0,2024.7999999999997
96163,2023-12-22,Rajiv Chowk,Janakpuri West,0.61,35.53,43.1,13.0,Smart Card,maintenance,461.89,560.3000000000001,-98.41000000000008
51514,2022-12-01,  Inderlok  ,Rajiv Chowk,1.72,136.78,69.74,19.0,Smart Card,festival,2598.82,1325.06,1273.7600000000002
136066,2023-04-08,  AIIMS   ,Pragati Maidan,9.69,114.05,42.43,15.0,Single,weekend,1710.75,636.45,1074.3
70330,2022-10-25,Noida City Centre,Kashmere Gate,0.65,112.39,59.14,27.0,Tourist Card,weekend,3034.53,1596.78,1437.7500000000002
80236,2024-03-31,  Rajiv Chowk   ,Pragati Maidan,0.57,184.21,63.09,18.0,Smart Card,weekend,3315.78,1135.6200000000001,2180.16
60891,2022-06-30,Rajiv Chowk,AIIMS,15.58,131.32,98.52,27.0,Smart Card,weekend,3545.64,2660.04,885.5999999999999
50189,2023-01-21,Noida City Centre,Kalkaji Mandir,0.95,197.32,113.63,24.0,Tourist Card,weekend,4735.68,2727.12,2008.5600000000004
18350,2022-10-19,Hauz Khas,Kirti Nagar,7.4,22.05,84.97,20.0,Tourist Card,weekend,441.0,1699.4,-1258.4
75232,2024-11-15,Inderlok,Laxmi Nagar,1.13,133.3,67.12,29.0,Smart Card,festival,3865.7000000000003,1946.48,1919.2200000000003
92384,2024-01-18,Chandni Chowk,Rajouri Garden,4.73,122.86,15.26,31.0,Single,maintenance,3808.66,473.06,3335.6
142622,2022-02-25,Rajiv Chowk,Mandi House,2.16,177.34,30.33,17.0,Smart Card,weekend,3014.78,515.61,2499.17
58080,2024-06-27,Mandi House,Netaji Subhash Place,10.8,162.8,83.37,26.0,Tourist Card,peak,4232.8,2167.62,2065.1800000000003
379,2024-06-10,Kashmere Gate,Hauz Khas,3.32,156.73,100.23,21.0,Tourist Card,festival,3291.33,2104.83,1186.5
42028,2022-05-23,   Kashmere Gate  ,Central Secretariat,2.76,14.62,57.53,24.0,Tourist Card,maintenance,350.88,1380.72,-1029.8400000000001
97216,2023-12-19,Model Town,Kashmere Gate,5.71,141.74,92.61,17.0,Tourist Card,off-peak,2409.58,1574.37,835.21
105730,2023-08-05,Central Secretariat,New Delhi,5.9,135.6,9.17,17.0,Smart Card,weekend,2305.2,155.89,2149.31
77483,2023-09-22,Mandi House,Rajouri Garden,3.61,90.34,20.17,18.0,Tourist Card,festival,1626.1200000000001,363.06000000000006,1263.06
9460,2023-01-10,Jasola Vihar,Noida City Centre,0.52,23.1,76.05,26.0,Tourist Card,peak,600.6,1977.3,-1376.6999999999998
1967,2022-07-22,Rajiv Chowk,Kashmere Gate,8.57,20.92,75.65,15.0,Smart Card,maintenance,313.8,1134.75,-820.95
135292,2023-01-14, MODEL TOWN  ,Kalkaji Mandir,8.39,66.57,91.89,21.0,Tourist Card,maintenance,1397.9699999999998,1929.69,-531.7200000000003
102721,2023-09-12,Rajiv Chowk,Rajouri Garden,1.14,63.87,80.86,21.0,Single,off-peak,1341.27,1698.06,-356.78999999999996
74833,2023-01-10,Rajiv Chowk,Chandni Chowk,3.7,183.45,19.87,21.0,Single,,3852.45,417.27000000000004,3435.18
126478,2022-11-28,New Delhi,Pragati Maidan,1.03,118.65,114.07,17.0,Smart Card,,2017.0500000000002,1939.1899999999998,77.86000000000035
65363,2023-01-14,Mandi House,AIIMS,2.18,110.75,27.18,21.0,Single,weekend,2325.75,570.78,1754.97
31600,2024-02-16,Jasola Vihar,Barakhamba Road,9.62,70.49,79.55,18.0,Single,,1268.82,1431.8999999999999,-163.07999999999993
88376,2024-02-04,Central Secretariat,Kashmere Gate,5.42,159.5,40.5,27.0,Tourist Card,weekend,4306.5,1093.5,3213.0
51910,2023-06-29,Rajiv Chowk,Chandni Chowk,6.04,83.24,29.15,16.0,Smart Card,off-peak,1331.84,466.4,865.4399999999999
89821,2024-07-06,Kashmere Gate,Pragati Maidan,1.16,128.72,11.15,19.0,Tourist Card,,2445.68,211.85,2233.83
24012,2024-06-15,Dilshad Garden,Barakhamba Road,11.6,32.7,97.34,20.0,Single,maintenance,654.0,1946.8000000000002,-1292.8000000000002
75577,2024-01-31,Noida City Centre,Kashmere Gate,14.99,102.65,60.77,18.0,Tourist Card,,1847.7,1093.8600000000001,753.8399999999999
99095,2023-08-08,Noida City Centre,Rajouri Garden,1.21,43.25,97.9,26.0,Single,weekend,1124.5,2545.4,-1420.9
104668,2024-07-26, Laxmi Nagar ,Pragati Maidan,5.98,59.6,113.12,19.0,Tourist Card,peak,1132.4,2149.28,-1016.8800000000001
85148,2023-12-15,Noida City Centre,Rajiv Chowk,1.33,66.15,54.59,18.0,Tourist Card,,1190.7,982.6200000000001,208.07999999999993
124522,2023-02-03,Mandi House,Kalkaji Mandir,6.61,82.49,26.87,17.0,Smart Card,off-peak,1402.33,456.79,945.54
13229,2022-04-30,Inderlok,Jasola Vihar,1.82,140.22,37.69,21.0,Smart Card,weekend,2944.62,791.49,2153.13
11134,2024-01-14,Rajiv Chowk,Hauz Khas,7.9,121.88,64.81,16.0,Tourist Card,weekend,1950.08,1036.96,913.1199999999999
7493,2023-01-04,Central Secretariat,Mandi House,2.85,84.19,7.6,21.0,Tourist Card,maintenance,1767.99,159.6,1608.39
134583,2023-04-29,Noida City Centre,Shivaji Park,2.57,59.82,108.36,20.0,Single,weekend,1196.4,2167.2,-970.7999999999997
68555,2023-07-25, Kashmere Gate   ,Kalkaji Mandir,1.32,134.81,44.77,26.0,Smart Card,festival,3505.06,1164.02,2341.04
66842,2023-06-25,New Delhi,Mandi House,1.16,118.42,9.3,18.0,Smart Card,peak,2131.56,167.4,1964.1599999999999
52387,2024-11-21, Rajiv Chowk   ,Chandni Chowk,2.98,68.19,91.4,25.0,Single,weekend,1704.75,2285.0,-580.25
10694,2022-07-31,Model Town,Noida City Centre,2.85,101.81,102.37,13.0,Tourist Card,,1323.53,1330.81,-7.279999999999973
132901,2023-03-22, Central Secretariat  ,Dilshad Garden,4.5,11.51,85.92,18.0,Single,peak,207.18,1546.56,-1339.3799999999999
21004,2022-03-22,   KALKAJI MANDIR ,Hauz Khas,6.9,26.74,110.76,25.0,Tourist Card,weekend,668.5,2769.0,-2100.5
139451,2024-11-09,Model Town,Shivaji Park,2.52,149.06,50.16,16.0,Smart Card,weekend,2384.96,802.56,1582.4
68111,2023-11-28,Central Secretariat,Model Town,3.06,195.46,106.57,25.0,Tourist Card,peak,4886.5,2664.25,2222.25
24340,2023-11-29,Jasola Vihar,Laxmi Nagar,15.44,47.26,83.44,17.0,Smart Card,weekend,803.42,1418.48,-615.0600000000001
37984,2022-06-11,Model Town,Janakpuri West,5.54,141.87,104.76,20.0,Smart Card,,2837.4,2095.2000000000003,742.1999999999998
127074,2024-12-16,Mandi House,Rajouri Garden,5.88,24.52,98.4,16.0,Tourist Card,peak,392.32,1574.4,-1182.0800000000002
135637,2023-02-26,New Delhi,Model Town,5.54,170.0,63.94,23.0,Tourist Card,maintenance,3910.0,1470.62,2439.38
103830,2024-06-11,Hauz Khas,Dilshad Garden,8.6,176.77,95.56,23.0,Smart Card,peak,4065.71,2197.88,1867.83
57138,2023-07-09,Rajouri Garden,Noida City Centre,1.81,199.3,87.11,20.0,Single,maintenance,3986.0,1742.2,2243.8
30175,2023-03-30,Laxmi Nagar,Jasola Vihar,3.85,54.7,73.79,22.0,Smart Card,peak,1203.4,1623.38,-419.98
71499,2023-07-01,  LAXMI NAGAR ,Netaji Subhash Place,4.0,22.16,48.97,21.0,Single,maintenance,465.36,1028.37,-563.0099999999999
950,2023-10-17,Hauz Khas,Shivaji Park,3.73,25.5,94.48,23.0,Tourist Card,off-peak,586.5,2173.04,-1586.54
29756,2023-03-13,Kalkaji Mandir,Mandi House,6.5,35.36,104.46,20.0,Smart Card,festival,707.2,2089.2,-1381.9999999999998
108996,2024-05-14,Rajiv Chowk,Janakpuri West,1.54,117.27,60.47,19.0,Tourist Card,off-peak,2228.13,1148.93,1079.2
5492,2024-04-03,Rajiv Chowk,Rajiv Chowk,8.59,23.51,72.99,22.0,Single,weekend,517.22,1605.78,-1088.56
72293,2023-04-18,   Kashmere Gate  ,Mandi House,7.78,89.61,37.12,22.0,Smart Card,weekend,1971.42,816.64,1154.7800000000002
86836,2022-06-20,New Delhi,Kashmere Gate,4.71,48.11,92.51,20.0,Smart Card,off-peak,962.2,1850.2,-888.0
138012,2023-02-04,Jasola Vihar,Janakpuri West,1.22,122.66,82.67,33.0,Smart Card,festival,4047.7799999999997,2728.11,1319.6699999999996
14500,2023-05-10,Model Town,Noida City Centre,1.22,76.78,113.09,15.0,Tourist Card,,1151.7,1696.3500000000001,-544.6500000000001
26204,2023-05-05,Dilshad Garden,AIIMS,12.4,80.34,92.52,15.0,Smart Card,off-peak,1205.1000000000001,1387.8,-182.69999999999982
77616,2023-01-09,Rajiv Chowk,Old Delhi,11.54,107.55,52.67,21.0,Tourist Card,maintenance,2258.5499999999997,1106.07,1152.4799999999998
24846,2023-01-22,Model Town,Laxmi Nagar,2.02,127.29,36.32,15.0,Tourist Card,,1909.3500000000001,544.8,1364.5500000000002
59494,2024-04-26,New Delhi,Kirti Nagar,3.55,23.35,118.02,20.0,Tourist Card,peak,467.0,2360.4,-1893.4
44033,2022-04-04,Laxmi Nagar,Jasola Vihar,2.34,93.58,58.66,22.0,Tourist Card,weekend,2058.7599999999998,1290.52,768.2399999999998
114112,2024-09-08,Rajiv Chowk,AIIMS,2.54,182.29,31.8,20.0,Smart Card,,3645.7999999999997,636.0,3009.7999999999997
68985,2022-01-17,   rajouri garden   ,Jasola Vihar,5.56,45.64,25.23,26.0,Tourist Card,festival,1186.64,655.98,530.6600000000001
123139,2023-11-20,  New Delhi   ,Rajiv Chowk,1.42,188.77,60.08,20.0,Tourist Card,,3775.4,1201.6,2573.8
149912,2022-06-15,Mandi House,Punjabi Bagh,9.91,57.27,5.96,22.0,Tourist Card,,1259.94,131.12,1128.8200000000002
148383,2023-10-11,New Delhi,Pragati Maidan,16.5,175.1,83.27,12.0,Tourist Card,off-peak,2101.2,999.24,1101.9599999999998
76988,2022-04-01,Mandi House,New Delhi,1.6,42.38,42.24,16.0,Tourist Card,festival,678.08,675.84,2.240000000000009
99913,2023-06-02,Kashmere Gate,Model Town,6.46,88.46,9.84,14.0,Tourist Card,,1238.4399999999998,137.76,1100.6799999999998
16108,2024-05-24,AIIMS,Shivaji Park,1.95,14.12,101.66,26.0,Smart Card,off-peak,367.12,2643.16,-2276.04
9503,2023-09-02,Laxmi Nagar,Pragati Maidan,0.85,28.07,23.96,19.0,Tourist Card,maintenance,533.33,455.24,78.09000000000003
10871,2022-03-14,AIIMS,Laxmi Nagar,0.51,79.8,42.05,25.0,Tourist Card,,1995.0,1051.25,943.75
57863,2022-06-12,AIIMS,Old Delhi,17.96,102.7,98.25,29.0,Tourist Card,weekend,2978.3,2849.25,129.05000000000018
61113,2023-12-17, Jasola Vihar   ,Shivaji Park,1.18,135.12,35.03,17.0,Tourist Card,festival,2297.04,595.51,1701.53
40012,2023-08-29,Jasola Vihar,New Delhi,3.84,41.8,19.47,20.0,Tourist Card,maintenance,836.0,389.4,446.6
20490,2022-09-09,  rajouri garden ,Old Delhi,7.09,104.63,64.88,26.0,Smart Card,festival,2720.38,1686.8799999999999,1033.5000000000002
77364,2024-04-03,Noida City Centre,Jasola Vihar,0.95,19.14,98.77,25.0,Tourist Card,,478.5,2469.25,-1990.75
5615,2023-04-07,Rajouri Garden,Old Delhi,1.18,56.3,18.15,21.0,Single,weekend,1182.3,381.15,801.15
71708,2023-12-25, MANDI HOUSE ,Chandni Chowk,3.05,197.42,30.25,20.0,Tourist Card,peak,3948.3999999999996,605.0,3343.3999999999996
110430,2022-08-11,Rajiv Chowk,Laxmi Nagar,1.53,168.84,46.68,17.0,Tourist Card,off-peak,2870.28,793.56,2076.7200000000003
66971,2023-09-13,Rajiv Chowk,Kashmere Gate,4.65,104.35,72.87,21.0,Smart Card,festival,2191.35,1530.27,661.0799999999999
103168,2022-04-18,Rajiv Chowk,Noida City Centre,5.92,105.7,39.02,16.0,Tourist Card,weekend,1691.2,624.32,1066.88
58394,2024-08-15,Rajiv Chowk,Jasola Vihar,1.38,111.0,55.94,24.0,Tourist Card,off-peak,2664.0,1342.56,1321.44
47168,2024-06-18,New Delhi,Pragati Maidan,1.02,174.97,96.34,17.0,Smart Card,peak,2974.49,1637.78,1336.7099999999998
109111,2022-01-06,Inderlok,Rajiv Chowk,0.99,87.63,22.62,19.0,Tourist Card,off-peak,1664.9699999999998,429.78000000000003,1235.1899999999998
26380,2022-03-23,Kashmere Gate,Chandni Chowk,1.27,68.52,80.84,27.0,Tourist Card,festival,1850.04,2182.6800000000003,-332.6400000000003
62852,2023-10-21,New Delhi,Rajouri Garden,6.96,54.28,90.34,20.0,Tourist Card,festival,1085.6,1806.8000000000002,-721.2000000000003
112813,2022-02-13,Model Town,AIIMS,1.74,23.29,24.49,14.0,Single,,326.06,342.85999999999996,-16.799999999999955
15839,2024-10-27,Hauz Khas,Laxmi Nagar,17.63,63.55,68.93,20.0,Smart Card,weekend,1271.0,1378.6000000000001,-107.60000000000014
62517,2022-07-13,Chandni Chowk,Kalkaji Mandir,4.7,41.16,43.9,20.0,Tourist Card,maintenance,823.1999999999999,878.0,-54.80000000000007
98437,2022-05-04,Mandi House,Model Town,5.05,152.24,118.17,30.0,Tourist Card,weekend,4567.200000000001,3545.1,1022.1000000000008
109545,2023-04-09,Rajouri Garden,Janakpuri West,4.01,16.07,94.45,17.0,Single,maintenance,273.19,1605.65,-1332.46
32103,2023-07-30,Chandni Chowk,Pragati Maidan,5.26,140.62,75.05,20.0,Single,maintenance,2812.4,1501.0,1311.4
28202,2023-07-20,   RAJIV CHOWK ,Pragati Maidan,5.41,72.06,29.23,19.0,Smart Card,off-peak,1369.14,555.37,813.7700000000001
52640,2022-10-24,AIIMS,Jasola Vihar,2.52,55.81,24.93,21.0,Single,peak,1172.01,523.53,648.48
86739,2024-05-24,Noida City Centre,Central Secretariat,3.68,59.52,73.14,,Smart Card,festival,,,
13381,2022-04-02,Inderlok,Jasola Vihar,7.6,162.97,101.15,32.0,Tourist Card,weekend,5215.04,3236.8,1978.2399999999998
20591,2023-08-10,Inderlok,Jasola Vihar,5.05,74.57,32.95,17.0,Smart Card,weekend,1267.6899999999998,560.1500000000001,707.5399999999997
6060,2024-06-29,Noida City Centre,Rajiv Chowk,0.85,38.62,93.89,23.0,Tourist Card,off-peak,888.26,2159.47,-1271.2099999999998
73283,2024-04-06,Janakpuri West,Rajiv Chowk,1.69,80.65,52.35,28.0,Single,peak,2258.2000000000003,1465.8,792.4000000000003
7848,2023-06-25,  Chandni Chowk ,Rajouri Garden,2.96,115.79,22.87,19.0,Tourist Card,off-peak,2200.01,434.53000000000003,1765.4800000000002
114103,2022-09-25,Mandi House,Kashmere Gate,11.05,70.07,13.82,17.0,Tourist Card,festival,1191.1899999999998,234.94,956.2499999999998
64067,2022-10-15,New Delhi,Rajiv Chowk,3.9,111.68,93.42,17.0,Smart Card,,1898.5600000000002,1588.14,310.4200000000001
147005,2023-06-24,Model Town,Jasola Vihar,9.12,134.48,89.16,26.0,Tourist Card,festival,3496.4799999999996,2318.16,1178.3199999999997
114481,2023-08-08,Rajiv Chowk,Hauz Khas,6.03,112.43,56.8,20.0,Single,festival,2248.6000000000004,1136.0,1112.6000000000004
83910,2023-05-31,Inderlok,Noida City Centre,1.34,125.87,116.05,24.0,Tourist Card,maintenance,3020.88,2785.2,235.6800000000003
101374,2024-09-10,  AIIMS  ,Old Delhi,13.22,106.15,118.69,19.0,Smart Card,maintenance,2016.8500000000001,2255.11,-238.26
36931,2022-11-27,Chandni Chowk,Old Delhi,5.46,149.85,44.11,20.0,Tourist Card,maintenance,2997.0,882.2,2114.8
50489,2022-01-26,   MANDI HOUSE  ,Noida City Centre,2.49,67.48,78.76,18.0,,maintenance,1214.64,1417.68,-203.03999999999996
14469,2023-10-03,   Jasola Vihar  ,Kashmere Gate,7.81,99.34,39.94,22.0,Tourist Card,maintenance,2185.48,878.68,1306.8000000000002
75079,2022-03-30,New Delhi,Dilshad Garden,2.92,37.14,66.56,16.0,Smart Card,peak,594.24,1064.96,-470.72
41661,2024-03-19,Central Secretariat,New Delhi,7.3,14.86,79.17,16.0,Tourist Card,weekend,237.76,1266.72,-1028.96
51286,2024-04-25,  Mandi House ,Chandni Chowk,1.61,27.79,11.99,16.0,Tourist Card,maintenance,444.64,191.84,252.79999999999998
136573,2023-06-25,Mandi House,Kashmere Gate,4.33,195.74,46.73,26.0,Smart Card,maintenance,5089.24,1214.98,3874.2599999999998
141622,2024-02-13,Rajiv Chowk,Barakhamba Road,1.75,136.02,17.64,17.0,Single,maintenance,2312.34,299.88,2012.46
99945,2023-05-26,Rajouri Garden,Kirti Nagar,6.34,118.14,31.36,24.0,Tourist Card,,2835.36,752.64,2082.7200000000003
73036,2023-12-30,Jasola Vihar,Netaji Subhash Place,3.33,12.62,62.93,15.0,Single,off-peak,189.29999999999998,943.95,-754.6500000000001
105167,2024-01-12,Hauz Khas,Rajiv Chowk,7.18,174.58,50.44,22.0,Tourist Card,weekend,3840.76,1109.6799999999998,2731.0800000000004
57281,2023-10-20,  noida city centre   ,Mandi House,3.74,43.84,91.13,16.0,Tourist Card,festival,701.44,1458.08,-756.6399999999999
105216,2022-07-02,Noida City Centre,AIIMS,6.9,166.41,29.73,30.0,Single,off-peak,4992.3,891.9,4100.400000000001
101381,2024-01-10,Kashmere Gate,Rajiv Chowk,1.26,27.7,12.38,19.0,Tourist Card,maintenance,526.3,235.22000000000003,291.0799999999999
115961,2024-12-29,Kashmere Gate,AIIMS,5.19,79.57,58.8,22.0,Tourist Card,maintenance,1750.54,1293.6,456.94000000000005
3167,2024-10-12,Rajouri Garden,Janakpuri West,4.28,190.65,105.05,18.0,Tourist Card,festival,3431.7000000000003,1890.8999999999999,1540.8000000000004
39707,2022-04-26,  chandni chowk ,Rajouri Garden,2.18,182.08,101.32,22.0,Tourist Card,weekend,4005.76,2229.04,1776.7200000000003
95642,2023-07-25,Mandi House,Laxmi Nagar,10.35,100.72,116.08,16.0,Single,peak,1611.52,1857.28,-245.76
121711,2022-03-29, Rajiv Chowk  ,Inderlok,7.83,29.03,58.89,21.0,Smart Card,festival,609.63,1236.69,-627.0600000000001
59437,2022-09-23,Laxmi Nagar,Kashmere Gate,10.65,180.13,116.59,23.0,Tourist Card,,4142.99,2681.57,1461.4199999999996
116508,2024-09-10,Rajiv Chowk,Inderlok,10.17,80.38,115.52,17.0,Tourist Card,peak,1366.46,1963.84,-597.3799999999999
34413,2022-06-18,Rajiv Chowk,AIIMS,2.98,88.64,53.86,27.0,Single,peak,2393.28,1454.22,939.0600000000002
147041,2023-10-31,Rajiv Chowk,Pragati Maidan,0.55,46.39,50.73,30.0,Single,festival,1391.7,1521.8999999999999,-130.19999999999982
81717,2023-06-22,Noida City Centre,Netaji Subhash Place,0.6,36.32,20.63,22.0,Tourist Card,festival,799.04,453.85999999999996,345.18
227,2024-12-01,Rajouri Garden,Old Delhi,4.28,103.01,33.82,19.0,Tourist Card,weekend,1957.19,642.58,1314.6100000000001
23193,2022-10-25,AIIMS,Noida City Centre,6.62,16.1,81.13,21.0,Tourist Card,,338.1,1703.73,-1365.63
67285,2023-12-03, dilshad garden  ,Old Delhi,1.37,184.87,55.99,17.0,Tourist Card,maintenance,3142.79,951.83,2190.96
822,2022-01-06,  laxmi nagar   ,Punjabi Bagh,0.68,104.73,39.77,16.0,Tourist Card,festival,1675.68,636.32,1039.3600000000001
25883,2023-12-26,Noida City Centre,New Delhi,1.14,75.7,97.68,21.0,Tourist Card,weekend,1589.7,2051.28,-461.58000000000015
101069,2022-01-13, RAJIV CHOWK ,Old Delhi,1.3,199.15,64.31,24.0,Single,festival,4779.6,1543.44,3236.1600000000003
42211,2023-08-24,Rajiv Chowk,AIIMS,3.34,54.89,89.71,21.0,Smart Card,maintenance,1152.69,1883.9099999999999,-731.2199999999998
82731,2024-05-25,Mandi House,Netaji Subhash Place,4.12,61.73,29.01,28.0,Single,peak,1728.4399999999998,812.2800000000001,916.1599999999997
74524,2022-09-03,  Inderlok   ,Rajouri Garden,1.5,68.8,26.08,27.0,Tourist Card,peak,1857.6,704.16,1153.44
94269,2022-02-16,Janakpuri West,New Delhi,3.83,48.53,54.62,19.0,Single,maintenance,922.07,1037.78,-115.70999999999992
44275,2022-07-18,Noida City Centre,Model Town,5.79,117.15,68.03,25.0,Tourist Card,festival,2928.75,1700.75,1228.0
87325,2022-09-09,Noida City Centre,Hauz Khas,2.15,178.46,68.82,18.0,Tourist Card,maintenance,3212.28,1238.7599999999998,1973.5200000000004
148331,2024-06-16,Inderlok,Laxmi Nagar,2.59,164.83,18.67,20.0,Tourist Card,weekend,3296.6000000000004,373.40000000000003,2923.2000000000003
136765,2022-12-31,Rajiv Chowk,Chandni Chowk,1.19,182.66,89.6,17.0,Smart Card,,3105.22,1523.1999999999998,1582.02
